EVENT_ID,TIME_STAMP,TYPE_DESCRIPTION,ONSTREET,DIRECTION,LAT,LONG
2444,2013-10-31:16:45,Accident-property damage,405,0,34.047022,-118.446575
2553,2013-10-31:17:04,Accident-ambulance rolling,405,1,34.038994,-118.439912
2553,2013-10-31:17:04,Accident-ambulance rolling,405,1,34.046958,-118.446773
2557,2013-10-31:17:04,Accident-ambulance rolling,405,1,34.032964,-118.435738
265,2013-10-31:17:06,Accident-ambulance rolling,405,1,34.046958,-118.446773
2582,2013-10-31:17:08,Accident-property damage,405,1,33.825702,-118.213583
2593,2013-10-31:17:08,Accident-ambulance rolling,405,0,34.092328,-118.475723
2682,2013-10-31:17:10,Accident-no details,405,1,33.916464,-118.370321
2653,2013-10-31:17:20,Hit and Run-no injuries,405,0,34.02685,-118.429908
2674,2013-10-31:17:27,Accident-property damage,405,1,33.809987,-118.158858
450,2013-10-31:17:37,Hit and Run-no injuries,405,0,33.696239,-117.936149
295,2013-10-31:17:43,Accident-no details,405,0,33.987849,-118.399044
2753,2013-10-31:17:43,Hit and Run-no injuries,405,0,33.987849,-118.399044
297,2013-10-31:17:47,Hit and Run-no injuries,405,0,33.987849,-118.399044
100,2013-10-31:17:55,Accident-property damage,405,0,33.743113,-118.002722
463,2013-10-31:17:57,Accident-property damage,405,0,33.743113,-118.002722
2911,2013-10-31:18:19,Accident-property damage,405,1,33.987765,-118.399247
111,2013-10-31:18:36,Accident-no details,405,0,33.669553,-117.822563
3076,2013-10-31:18:55,Accident-ambulance rolling,405,1,33.825417,-118.228404
3078,2013-10-31:18:55,Accident-ambulance rolling,405,0,33.825971,-118.204397
3131,2013-10-31:19:06,Accident-property damage,405,1,33.890806,-118.361313
3145,2013-10-31:19:08,Accident-no details,405,1,33.898375,-118.370277
3199,2013-10-31:19:19,Accident-property damage,405,0,33.817508,-118.189208
3199,2013-10-31:19:19,Accident-property damage,405,0,33.814408,-118.176318
3222,2013-10-31:19:25,Accident-no details,405,0,34.235589,-118.472957
3248,2013-10-31:19:29,Accident-ambulance rolling,405,1,34.221381,-118.473302
3362,2013-10-31:19:57,Accident-property damage,405,0,33.813592,-118.167537
3419,2013-10-31:20:10,Accident-property damage,405,0,33.814411,-118.172427
3448,2013-10-31:20:16,Hit and Run-no injuries,405,0,33.805847,-118.142507
3779,2013-10-31:21:29,Accident-property damage,405,1,34.046958,-118.446773
3954,2013-10-31:22:07,Accident-property damage,405,1,34.031657,-118.426656
4033,2013-10-31:22:27,Hit and Run-no injuries,405,1,33.963578,-118.370024
4215,2013-10-31:23:24,Accident-no details,405,0,34.047022,-118.446575
4215,2013-10-31:23:24,Accident-no details,405,0,34.039089,-118.43975
